ID;obs_date;default;split
114947;2018-12-31;0;test
114947;2019-12-31;0;test
114947;2020-12-31;0;test
118843;2015-12-31;0;validation
118843;2016-12-31;0;validation
118843;2017-12-31;0;validation
118843;2018-12-31;1;validation
119058;2015-03-31;1;train
119168;2015-12-31;0;train
119168;2016-12-31;0;train
119168;2017-12-31;1;train
125787;2015-12-31;0;train
126895;2020-12-31;0;train
126895;2021-12-31;0;train
128115;2016-12-31;0;test
128115;2017-12-31;0;test
128115;2018-12-31;0;test
129783;2015-12-31;0;train
129783;2016-12-31;0;train
129783;2017-12-31;0;train
131331;2015-12-31;0;validation
131331;2016-12-31;0;validation
131331;2017-12-31;1;validation
136788;2015-12-31;0;train
136788;2016-12-31;1;train
137614;2017-12-31;0;train
137614;2018-12-31;0;train
138399;2015-12-31;1;validation
141653;2015-12-31;0;test
141653;2016-12-31;0;test
141653;2018-12-31;0;test
144397;2019-12-31;0;train
144397;2020-12-31;0;train
144856;2016-12-31;0;train
144856;2017-12-31;0;train
146228;2015-12-31;0;validation
146228;2016-12-31;0;validation
146228;2017-12-31;1;validation
147949;2015-12-31;0;train
147949;2016-12-31;0;train
150206;2015-03-31;0;train
150206;2016-03-31;0;train
150206;2017-03-31;1;train
150301;2017-12-31;0;validation
150301;2018-12-31;0;validation
152020;2015-12-31;1;test
152612;2019-12-31;0;train
152612;2020-12-31;0;train
154413;2015-12-31;0;train
154413;2016-12-31;0;train
154413;2017-12-31;0;train
154413;2018-12-31;0;train
155965;2021-06-30;0;train
157266;2020-12-31;0;validation
157266;2021-12-31;0;validation
158442;2015-12-31;0;train
160435;2015-12-31;0;validation
160435;2016-12-31;0;validation
162296;2015-12-31;0;test
162296;2016-12-31;0;test
162296;2017-12-31;0;test
162520;2015-12-31;0;test
162837;2015-12-31;1;train
166213;2019-12-31;0;test
166213;2020-12-31;0;test
166739;2019-12-31;0;test
166739;2020-12-31;0;test
168575;2017-12-31;0;train
168575;2018-12-31;0;train
170015;2016-12-31;0;train
170015;2017-12-31;0;train
170015;2018-12-31;0;train
170015;2019-12-31;1;train
170583;2015-12-31;1;train
171645;2017-12-31;0;test
171645;2018-12-31;0;test
173677;2016-12-31;0;train
173677;2017-12-31;0;train
173677;2018-12-31;0;train
173677;2019-12-31;0;train
173677;2020-12-31;0;train
175466;2020-12-31;0;validation
175466;2021-12-31;0;validation
178311;2015-12-31;0;train
178311;2016-12-31;1;train
180378;2015-12-31;0;train
180378;2016-12-31;0;train
182182;2015-12-31;0;train
182182;2016-12-31;0;train
182182;2017-12-31;0;train
182182;2018-12-31;0;train
182182;2019-12-31;0;train
182182;2020-12-31;1;train
182324;2018-12-31;0;test
182324;2019-12-31;0;test
182673;2017-12-31;0;validation
182673;2018-12-31;0;validation
184973;2017-12-31;0;train
184973;2018-12-31;0;train
187681;2015-12-31;1;train
189936;2015-12-31;0;train
189936;2016-12-31;0;train
189936;2017-12-31;0;train
189936;2018-12-31;0;train
189936;2019-12-31;0;train
189936;2020-12-31;0;train
190046;2018-12-31;0;train
190046;2019-12-31;0;train
192905;2015-12-31;0;train
192905;2016-12-31;1;train
194593;2016-12-31;0;test
194593;2017-12-31;0;test
195862;2015-12-31;0;train
195862;2016-12-31;0;train
197981;2016-12-31;0;train
197981;2017-12-31;0;train
200489;2015-03-31;0;train
200489;2016-03-31;0;train
200489;2017-03-31;0;train
200677;2015-12-31;0;test
200677;2016-12-31;0;test
200677;2017-12-31;0;test
200677;2018-12-31;1;test
201512;2018-12-31;0;test
201512;2019-12-31;0;test
201778;2016-12-31;0;test
201778;2017-12-31;0;test
201778;2018-12-31;0;test
201778;2019-12-31;1;test
203576;2015-12-31;0;train
203576;2016-12-31;0;train
206355;2016-12-31;0;train
206355;2017-12-31;0;train
213213;2015-12-31;0;validation
213213;2017-12-31;0;validation
213213;2018-12-31;0;validation
214447;2020-12-31;0;train
214447;2021-12-31;0;train
214470;2015-12-31;0;validation
219367;2017-12-31;0;train
219367;2018-12-31;0;train
219367;2019-12-31;0;train
219367;2020-12-31;0;train
219367;2021-12-31;0;train
220922;2015-12-31;0;test
221631;2019-12-31;0;train
221631;2020-12-31;0;train
222246;2017-12-31;0;train
222246;2018-12-31;0;train
222982;2015-12-31;0;train
224409;2018-12-31;0;train
224409;2019-12-31;0;train
228343;2015-12-31;0;test
228343;2016-12-31;0;test
231154;2015-12-31;0;train
231154;2016-12-31;0;train
231154;2017-12-31;0;train
231154;2018-12-31;0;train
234696;2015-12-31;0;train
234696;2016-12-31;0;train
234696;2017-12-31;0;train
234696;2018-12-31;0;train
237159;2019-06-30;0;train
237159;2020-06-30;0;train
239708;2015-12-31;0;train
239708;2016-12-31;1;train
239849;2015-12-31;1;train
240579;2015-12-31;0;test
240579;2016-12-31;0;test
240579;2017-12-31;0;test
240579;2018-12-31;0;test
240579;2019-12-31;0;test
240579;2020-12-31;0;test
246566;2015-12-31;0;train
248010;2015-12-31;0;train
248010;2016-12-31;0;train
248010;2017-12-31;0;train
248010;2020-12-31;0;train
248010;2021-12-31;0;train
250423;2015-12-31;0;train
250423;2016-12-31;0;train
250423;2017-12-31;0;train
250423;2018-12-31;0;train
250423;2019-12-31;0;train
250423;2020-12-31;0;train
250423;2021-12-31;0;train
251259;2015-12-31;1;train
253932;2015-06-30;0;validation
253932;2016-06-30;0;validation
253932;2017-06-30;0;validation
256686;2017-12-31;0;train
258235;2020-12-31;0;train
258877;2015-12-31;0;validation
258877;2016-12-31;0;validation
260446;2017-12-31;0;train
260446;2018-12-31;0;train
264361;2015-12-31;0;test
264361;2016-12-31;1;test
264362;2015-12-31;0;test
264362;2016-12-31;0;test
264362;2017-12-31;0;test
264362;2018-12-31;0;test
264362;2019-12-31;1;test
266022;2018-12-31;0;train
266022;2019-12-31;0;train
266987;2018-12-31;0;validation
266987;2019-12-31;0;validation
266987;2020-12-31;0;validation
266987;2021-12-31;0;validation
267388;2015-12-31;0;train
267388;2016-12-31;0;train
267388;2017-12-31;0;train
268906;2017-12-31;0;train
268906;2018-12-31;0;train
271559;2015-12-31;0;validation
271559;2016-12-31;0;validation
271568;2015-12-31;0;validation
271568;2016-12-31;0;validation
271568;2017-12-31;0;validation
271568;2018-12-31;0;validation
271568;2019-12-31;0;validation
272540;2018-12-31;0;train
272540;2019-12-31;0;train
272540;2020-12-31;0;train
282080;2015-12-31;0;train
282080;2016-12-31;0;train
283172;2018-12-31;0;train
283172;2019-12-31;0;train
286729;2018-12-31;1;train
286815;2017-12-31;0;train
286815;2018-12-31;0;train
292252;2016-12-31;0;train
292252;2017-12-31;0;train
292830;2017-12-31;0;train
292830;2018-12-31;0;train
299542;2016-12-31;0;validation
299542;2017-12-31;0;validation
300094;2020-12-31;0;validation
300094;2021-12-31;0;validation
308695;2015-12-31;0;train
310098;2015-12-31;0;test
310098;2016-12-31;0;test
311322;2015-12-31;1;validation
314330;2015-12-31;1;train
315458;2017-12-31;0;train
315458;2018-12-31;0;train
316138;2015-12-31;0;train
316138;2016-12-31;0;train
316182;2019-12-31;0;train
316182;2020-12-31;0;train
316848;2017-12-31;0;test
316848;2018-12-31;0;test
316848;2019-12-31;0;test
316848;2020-12-31;1;test
317518;2015-12-31;0;train
318366;2017-12-31;0;train
318366;2018-12-31;0;train
318366;2019-12-31;0;train
318366;2020-12-31;0;train
318366;2021-12-31;0;train
318390;2015-04-30;0;train
318390;2016-04-30;0;train
318390;2017-04-30;0;train
318390;2018-04-30;0;train
318390;2019-04-30;0;train
318390;2020-04-30;0;train
318390;2021-04-30;0;train
318960;2015-12-31;0;test
318960;2016-12-31;0;test
321676;2015-12-31;0;validation
321676;2020-12-31;0;validation
321676;2021-12-31;0;validation
322424;2015-04-30;0;validation
322424;2016-04-30;0;validation
322424;2017-04-30;0;validation
322424;2018-04-30;0;validation
322424;2019-04-30;0;validation
322424;2020-04-30;0;validation
322424;2021-04-30;0;validation
322638;2016-12-31;0;train
322638;2017-12-31;0;train
323503;2015-12-31;1;test
327373;2016-12-31;0;test
327373;2017-12-31;0;test
327469;2017-12-31;0;test
327469;2018-12-31;0;test
327469;2019-12-31;0;test
327469;2020-12-31;0;test
331617;2015-12-31;0;train
331617;2016-12-31;0;train
331617;2018-10-31;0;train
331617;2019-10-31;0;train
331617;2020-10-31;0;train
332653;2021-03-31;0;test
333770;2016-12-31;0;validation
333770;2017-12-31;0;validation
333770;2018-12-31;0;validation
333770;2019-12-31;0;validation
333770;2020-12-31;0;validation
333770;2021-12-31;0;validation
334540;2015-12-31;0;train
334540;2016-12-31;0;train
336015;2016-12-31;0;validation
336015;2017-12-31;0;validation
336390;2015-12-31;0;train
336390;2016-12-31;0;train
336390;2017-12-31;1;train
336430;2020-12-31;0;train
336430;2021-12-31;0;train
339423;2017-12-31;0;train
339906;2015-12-31;0;test
339906;2016-12-31;1;test
340303;2015-12-31;0;train
340303;2016-12-31;0;train
340303;2017-12-31;0;train
340303;2018-12-31;0;train
340303;2019-12-31;0;train
340303;2020-12-31;0;train
340303;2021-12-31;0;train
340838;2015-12-31;0;train
340838;2016-12-31;0;train
340838;2017-12-31;0;train
341112;2019-12-31;0;test
341112;2020-12-31;1;test
341458;2019-12-31;0;train
341458;2020-12-31;0;train
341458;2021-12-31;0;train
343029;2016-12-31;0;train
343029;2017-12-31;0;train
343114;2015-12-31;0;train
343114;2016-12-31;0;train
343114;2017-12-31;0;train
343114;2018-12-31;0;train
343114;2019-12-31;0;train
343114;2020-12-31;0;train
343465;2016-12-31;0;train
343465;2017-12-31;0;train
343465;2020-12-31;0;train
343465;2021-12-31;0;train
344891;2017-12-31;0;train
344891;2018-12-31;0;train
344935;2019-12-31;0;validation
344935;2020-12-31;0;validation
344935;2021-12-31;0;validation
346707;2015-12-31;0;train
346707;2016-12-31;0;train
346707;2017-12-31;0;train
346707;2018-12-31;0;train
346707;2019-12-31;0;train
346707;2020-12-31;0;train
346707;2021-12-31;0;train
349385;2018-12-31;0;test
349385;2019-12-31;0;test
349946;2016-12-31;0;validation
349946;2017-12-31;0;validation
350011;2016-12-31;0;train
350011;2017-12-31;0;train
351394;2015-12-31;0;train
351394;2016-12-31;0;train
353017;2015-12-31;0;test
353017;2016-12-31;0;test
353017;2017-12-31;0;test
353904;2017-12-31;0;train
353904;2018-12-31;0;train
353904;2019-12-31;0;train
353904;2020-12-31;0;train
353904;2021-12-31;0;train
354657;2016-12-31;0;train
354657;2017-12-31;0;train
354657;2018-12-31;0;train
357375;2016-12-31;0;test
357375;2017-12-31;0;test
357375;2018-12-31;0;test
357375;2019-12-31;0;test
357375;2020-12-31;0;test
357375;2021-12-31;0;test
357955;2015-06-30;0;train
358062;2015-09-30;0;train
358062;2016-09-30;0;train
358062;2017-09-30;0;train
358062;2018-09-30;0;train
358825;2016-12-31;0;test
358825;2017-12-31;0;test
359224;2016-12-31;0;validation
359224;2017-12-31;0;validation
359224;2018-12-31;0;validation
361299;2015-12-31;0;validation
361299;2016-12-31;0;validation
361299;2017-12-31;0;validation
361299;2018-12-31;0;validation
362583;2015-12-31;0;train
362583;2016-12-31;0;train
362583;2017-12-31;0;train
362583;2018-12-31;0;train
362583;2019-12-31;0;train
362583;2020-12-31;0;train
363859;2017-12-31;0;train
363859;2018-12-31;0;train
367673;2016-12-31;0;train
367673;2017-12-31;0;train
368176;2015-12-31;0;train
368176;2016-12-31;0;train
368176;2017-12-31;0;train
368176;2018-12-31;0;train
368278;2020-12-31;0;train
368278;2021-12-31;0;train
372024;2018-12-31;0;train
372024;2019-12-31;0;train
372236;2017-12-31;0;validation
372236;2018-12-31;0;validation
372642;2015-12-31;0;train
372642;2016-12-31;0;train
372642;2017-12-31;0;train
372642;2018-12-31;0;train
372642;2019-12-31;0;train
380183;2015-12-31;1;train
385628;2020-12-31;0;validation
385628;2021-12-31;0;validation
389798;2019-12-31;0;validation
389798;2020-12-31;0;validation
390110;2015-12-31;0;train
390110;2016-12-31;0;train
391176;2015-12-31;0;test
391566;2016-12-31;0;train
391566;2017-12-31;0;train
391566;2018-12-31;0;train
391566;2019-12-31;0;train
391566;2020-12-31;0;train
394843;2015-12-31;0;validation
394843;2016-12-31;0;validation
394843;2017-12-31;0;validation
395568;2015-12-31;0;test
396160;2016-12-31;0;test
396160;2017-12-31;0;test
403066;2015-12-31;0;train
403066;2016-12-31;0;train
403066;2017-12-31;0;train
403066;2018-12-31;0;train
403066;2019-12-31;0;train
403066;2020-12-31;0;train
406490;2015-12-31;0;test
406490;2016-12-31;0;test
406490;2017-12-31;0;test
406490;2018-12-31;0;test
412190;2015-12-31;0;train
412190;2016-12-31;0;train
412190;2017-12-31;0;train
412190;2018-12-31;0;train
412190;2019-12-31;0;train
415347;2016-12-31;0;train
415347;2017-12-31;0;train
415347;2018-12-31;0;train
418547;2019-12-31;0;train
420261;2015-12-31;0;train
420261;2016-12-31;0;train
420261;2017-12-31;0;train
420944;2015-12-31;0;test
420944;2016-12-31;0;test
420944;2017-12-31;0;test
420944;2018-12-31;0;test
420944;2019-12-31;0;test
420944;2021-12-31;0;test
421239;2015-12-31;0;train
423803;2015-12-31;0;train
423803;2016-12-31;0;train
426493;2018-12-31;0;test
426493;2019-12-31;0;test
426493;2020-12-31;0;test
426493;2021-12-31;0;test
430625;2015-12-31;0;train
430625;2016-12-31;0;train
430625;2017-12-31;0;train
432141;2015-05-31;0;validation
432141;2016-05-31;0;validation
432141;2017-05-31;0;validation
432141;2018-05-31;0;validation
432141;2019-05-31;0;validation
432141;2020-05-31;0;validation
432141;2021-05-31;0;validation
436157;2015-12-31;1;train
439129;2016-12-31;0;validation
439129;2017-12-31;0;validation
439192;2020-12-31;0;train
439192;2021-12-31;0;train
439371;2015-12-31;0;validation
439371;2016-12-31;0;validation
439371;2017-12-31;0;validation
439371;2018-12-31;0;validation
439371;2019-12-31;0;validation
439371;2020-12-31;0;validation
439371;2021-12-31;0;validation
439747;2015-12-31;0;train
448271;2015-12-31;0;validation
450146;2015-12-31;0;train
450146;2016-12-31;0;train
450146;2017-12-31;0;train
450146;2018-12-31;0;train
450146;2019-12-31;0;train
450146;2020-12-31;0;train
452447;2015-12-31;0;train
452447;2016-12-31;0;train
452447;2017-12-31;0;train
452543;2015-12-31;0;validation
455991;2015-12-31;0;train
458750;2015-12-31;0;train
458750;2017-12-31;0;train
458750;2018-12-31;0;train
469051;2015-12-31;0;validation
469051;2016-12-31;0;validation
469051;2017-12-31;0;validation
469051;2018-12-31;1;validation
470333;2016-12-31;0;train
470333;2017-12-31;1;train
470784;2018-12-31;0;test
470784;2019-12-31;0;test
470784;2020-12-31;0;test
470784;2021-12-31;0;test
470788;2015-12-31;0;validation
470788;2016-12-31;0;validation
470788;2017-12-31;0;validation
470788;2018-12-31;0;validation
470788;2019-12-31;0;validation
470788;2020-12-31;1;validation
471825;2015-12-31;0;train
471825;2016-12-31;0;train
477147;2019-12-31;0;train
477147;2020-12-31;0;train
478200;2015-12-31;0;train
478200;2016-12-31;0;train
478200;2017-12-31;0;train
478200;2018-12-31;0;train
478200;2019-12-31;0;train
478200;2020-12-31;0;train
480436;2017-12-31;0;train
480436;2018-12-31;0;train
483243;2017-12-31;0;validation
483243;2018-12-31;0;validation
487298;2016-12-31;0;train
487298;2017-12-31;0;train
490676;2015-12-31;0;test
490676;2016-12-31;1;test
490874;2015-12-31;0;validation
490874;2016-12-31;0;validation
492065;2015-12-31;1;train
495384;2020-12-31;0;train
496133;2015-12-31;0;test
496133;2016-12-31;0;test
496133;2021-12-31;0;test
497572;2015-12-31;0;train
497808;2019-12-31;0;train
497808;2020-12-31;0;train
498790;2018-12-31;0;train
498790;2019-12-31;0;train
505852;2016-12-31;0;test
509779;2019-12-31;0;train
509779;2020-12-31;0;train
510360;2020-12-31;0;train
510360;2021-12-31;0;train
522804;2018-12-31;0;train
522804;2019-12-31;0;train
529804;2017-12-31;0;train
529804;2018-12-31;0;train
529804;2019-12-31;0;train
529804;2020-12-31;0;train
529804;2021-12-31;0;train
530313;2015-12-31;1;train
530421;2015-12-31;0;test
530421;2016-12-31;0;test
530845;2020-12-31;0;train
530845;2021-12-31;0;train
535794;2018-12-31;0;train
535794;2019-12-31;0;train
543342;2018-12-31;0;train
543342;2019-12-31;0;train
546762;2015-12-31;0;test
548904;2015-12-31;0;train
549202;2016-12-31;0;train
549202;2017-12-31;0;train
549202;2018-12-31;0;train
554944;2015-12-31;0;train
554944;2016-12-31;0;train
557640;2016-12-31;0;train
557640;2017-12-31;0;train
557671;2015-12-31;0;train
557671;2016-12-31;0;train
557671;2017-12-31;0;train
557671;2018-12-31;0;train
557671;2019-12-31;0;train
557671;2020-12-31;0;train
559865;2015-12-31;0;train
561530;2019-12-31;0;validation
561530;2020-12-31;1;validation
564439;2015-01-31;0;train
564439;2016-01-31;0;train
564439;2017-01-31;0;train
564439;2018-01-31;0;train
564439;2019-01-31;0;train
564439;2020-01-31;0;train
564439;2021-01-31;0;train
565750;2016-12-31;0;train
570014;2018-12-31;0;train
570014;2019-12-31;0;train
570014;2020-12-31;0;train
570014;2021-12-31;0;train
570753;2015-12-31;0;train
570753;2016-12-31;1;train
571805;2016-06-30;0;train
571805;2017-06-30;0;train
571805;2018-06-30;0;train
581232;2015-12-31;1;train
582089;2015-12-31;0;train
582089;2016-12-31;0;train
587052;2015-12-31;0;train
587052;2016-12-31;0;train
587052;2017-12-31;0;train
587052;2018-12-31;0;train
587052;2019-12-31;1;train
593561;2015-03-31;0;test
593561;2016-03-31;0;test
593936;2015-12-31;0;validation
593936;2016-12-31;0;validation
593936;2017-12-31;0;validation
595824;2015-12-31;0;train
595824;2016-12-31;0;train
596309;2016-12-31;0;train
596309;2017-12-31;1;train
597981;2015-04-30;0;train
597981;2016-04-30;0;train
597981;2017-04-30;0;train
597981;2018-04-30;0;train
597981;2019-04-30;0;train
597981;2020-04-30;0;train
597981;2021-04-30;0;train
600835;2016-12-31;0;train
600835;2017-12-31;0;train
600835;2018-12-31;0;train
601951;2017-12-31;0;train
602255;2015-12-31;0;validation
602255;2016-12-31;0;validation
602255;2017-12-31;0;validation
602255;2018-12-31;0;validation
602255;2019-12-31;0;validation
602255;2020-12-31;0;validation
602507;2015-12-31;0;test
602507;2016-12-31;0;test
608259;2015-12-31;1;train
608876;2017-12-31;0;train
608876;2018-12-31;1;train
611115;2015-12-31;0;test
611115;2016-12-31;0;test
611115;2017-12-31;0;test
612625;2015-12-31;0;train
612625;2016-12-31;0;train
613352;2015-12-31;0;test
613352;2016-12-31;0;test
613352;2017-12-31;0;test
613352;2018-12-31;0;test
613533;2015-12-31;0;validation
613533;2016-12-31;0;validation
617391;2020-12-31;0;validation
619835;2016-12-31;0;train
621295;2015-12-31;0;train
623005;2017-12-31;0;test
623005;2018-12-31;0;test
632872;2018-12-31;0;train
632872;2019-12-31;0;train
632872;2020-12-31;0;train
635230;2015-12-31;0;test
635230;2016-12-31;0;test
635230;2017-12-31;0;test
637427;2018-12-31;0;train
637427;2019-12-31;0;train
638513;2016-12-31;0;validation
638513;2017-12-31;0;validation
638818;2017-12-31;1;validation
639336;2015-12-31;0;train
639336;2016-12-31;0;train
640145;2015-12-31;0;train
640145;2016-12-31;0;train
640796;2016-12-31;0;train
640796;2017-12-31;0;train
640835;2015-12-31;0;test
640835;2016-12-31;1;test
642791;2017-12-31;1;test
644372;2015-12-31;0;test
644372;2016-12-31;0;test
644372;2017-12-31;0;test
644372;2018-12-31;0;test
644372;2019-12-31;0;test
644372;2020-12-31;0;test
644372;2021-12-31;0;test
645545;2018-12-31;0;train
649550;2018-12-31;1;train
652030;2015-12-31;0;train
652030;2016-12-31;0;train
652030;2017-12-31;0;train
652030;2018-12-31;0;train
652030;2019-12-31;0;train
652030;2020-12-31;0;train
655265;2016-12-31;0;test
655265;2017-12-31;0;test
656860;2017-12-31;0;train
656860;2018-12-31;0;train
656976;2016-12-31;0;train
656976;2017-12-31;0;train
656976;2018-12-31;0;train
660479;2019-12-31;0;train
660479;2020-12-31;0;train
666256;2016-12-31;1;test
670358;2016-12-31;0;train
670358;2017-12-31;0;train
670358;2018-12-31;0;train
670358;2019-12-31;0;train
670358;2020-12-31;0;train
673326;2015-12-31;0;train
673326;2016-12-31;0;train
673326;2017-12-31;0;train
673326;2018-12-31;0;train
673326;2019-12-31;0;train
673758;2017-12-31;0;train
673758;2018-12-31;0;train
673758;2019-12-31;0;train
673848;2015-12-31;1;validation
675899;2019-12-31;0;train
675899;2020-12-31;0;train
681910;2017-12-31;0;train
681910;2018-12-31;0;train
682072;2015-12-31;0;train
682072;2016-12-31;0;train
682174;2017-12-31;0;test
682174;2018-12-31;0;test
682682;2016-12-31;0;train
682682;2017-12-31;0;train
682682;2018-12-31;0;train
682768;2015-12-31;1;train
683412;2016-12-31;1;train
685383;2015-12-31;0;train
686739;2015-12-31;0;train
686739;2016-12-31;0;train
686739;2017-12-31;0;train
686739;2018-12-31;0;train
686739;2019-12-31;0;train
686739;2020-12-31;0;train
686739;2021-12-31;0;train
687463;2016-12-31;0;train
687463;2017-12-31;0;train
687463;2019-12-31;0;train
687463;2020-12-31;0;train
688252;2019-12-31;0;train
688252;2020-12-31;0;train
689100;2019-12-31;0;train
689100;2020-12-31;0;train
691062;2015-12-31;0;test
691062;2016-12-31;0;test
691062;2019-12-31;0;test
691062;2020-12-31;0;test
692912;2018-09-30;0;validation
692912;2019-09-30;0;validation
692912;2020-09-30;1;validation
693753;2016-12-31;0;train
693753;2017-12-31;0;train
698225;2018-12-31;1;test
701998;2015-12-31;0;validation
701998;2016-12-31;0;validation
701998;2019-12-31;0;validation
701998;2020-12-31;0;validation
703615;2015-12-31;0;test
703615;2016-12-31;0;test
703615;2017-12-31;0;test
703615;2018-12-31;0;test
703615;2019-12-31;0;test
703615;2020-12-31;0;test
703615;2021-12-31;0;test
703757;2018-12-31;0;train
703757;2019-12-31;0;train
703757;2020-12-31;0;train
704487;2015-12-31;0;train
704487;2016-12-31;0;train
704487;2017-12-31;0;train
704487;2018-12-31;0;train
704487;2019-12-31;0;train
704487;2020-12-31;0;train
704487;2021-12-31;0;train
705744;2015-12-31;0;test
705744;2016-12-31;0;test
705744;2017-12-31;0;test
705744;2018-12-31;0;test
705744;2019-12-31;0;test
712246;2015-12-31;0;train
715517;2015-03-31;0;train
715517;2016-03-31;0;train
715517;2017-03-31;0;train
715517;2018-03-31;0;train
715517;2019-03-31;0;train
715517;2020-03-31;0;train
715517;2021-03-31;0;train
715965;2015-12-31;0;train
715965;2016-12-31;0;train
720750;2017-12-31;0;train
720750;2018-12-31;0;train
722468;2015-10-31;0;train
